,tweetcreatedts,text,language,username
71,2022-05-03 08:33:00+00:00,@nytimes Did Russia orchestrate the Alito opinion leak so Americans are distracted from Ukraine; taking it off the front page?????,en,DuncanBrooks19
72,2022-05-03 08:32:02+00:00,"@nytimes The 'diva' Anna Netrebko could have done so many things in her status of a celebrity -  a charity performance for the Ukraine, a strong statement.\nBut she just chose not to.",en,venfi
73,2022-05-03 07:17:40+00:00,@nytimes Russia sucks in military invasions,en,ChrisSzkoda
74,2022-05-03 07:13:11+00:00,"@nytimes What is the,""replacement theory?"" I don't know what he says that is racist. He's not my top pick but l watch him now and again. Dont see why he's against helping Ukraine! He doesn't want U.S. to become Mexico when we need to help homeless. He loves his neighbors. Whats problem?",en,sandratodd02
75,2022-05-03 06:54:38+00:00,"@nytimes Indeed, The children are not de decision makers but victims of the war in Ukraine. They should be freed to go where they want.",en,Rateb170764225
76,2022-05-03 06:29:38+00:00,"@nytimes That’s nice, men can have control over half their genitalia. How’s that feel? Ukraine can maintain half their land. No biggie.",en,bonesknight
77,2022-05-03 05:44:16+00:00,@nytimes This is what was expected of him not Ukraine nonsense,en,realVanKitcher
78,2022-05-03 05:36:10+00:00,"@nytimes Funny world. She engineered the destruction of Libya and Syria, 2 nations that posed no threat to the US, and she's a hero.  Russia takes care of a threat on its border, and we hear cries of ""war criminal"".  Hypocrisy of the west, parroted by the NYT.",en,OjahBaako
79,2022-05-03 05:25:11+00:00,"@nytimes And just like that, America could care less about Ukraine. \n\n🤡 🌎",en,ZeroFoxGibbons
80,2022-05-03 05:21:40+00:00,"@nytimes I'd like to understand why decide now? Are there not more pressing problems, is this diversion, AKA Russia?",en,Cousindoutrerh1
81,2022-05-03 05:15:47+00:00,"@nytimes Lies, just to keep laundering money through Ukraine",en,onnorh
82,2022-05-03 04:36:48+00:00,@nytimes @LevHavryliv United we stand with Ukraine 🇺🇦!,en,AspectKir
83,2022-05-03 04:28:10+00:00,@nytimes Where were they as Russia was building up the troops? Where was the detterent then before countless innocent lives were lost?,en,IBEconomics1
84,2022-05-03 04:17:36+00:00,@nytimes Russia won’t agree. Their skaters have ruined bodies by the time they are 17.,en,ms_eyelash
85,2022-05-03 04:14:38+00:00,@nytimes The author of Russia Collusion?!!,en,TechMinAsia
86,2022-05-03 04:02:12+00:00,"@nytimes So killing 10 Russian Generals, 100,000 forces, 40 Fighter Jets by Ghost of Kyiv alone, every farmer in Ukraine having one or two Russian tanks for their kids to play, all the Euros, Dollars, and Greaaaaat Pound Sterlings, best propaganda machine  could not save Mariupol.",en,Maliksocal
87,2022-05-03 03:44:58+00:00,@nytimes Putin is threatening to take over his critic's bank for speaking out against his invasion of Ukraine. This kind of stuff is no news to FL businesses.  Disney and others  already know that speaking out against Dictator DeSantis can result in the government attacking your business.,en,sunsout83
88,2022-05-03 03:30:32+00:00,"@nytimes You forgot the rest of the interview. And there’s much more unfavorable to Ukraine and Azov, but I’m lazy to get them all for you. This lady and her family are not going back to UA, she doesn’t recognize UA anymore https://t.co/oVsXRUplQn",en,HidenSeek2026
89,2022-05-03 02:22:20+00:00,"@nytimes This would be a direct result of Russia. Enough disinformation, confusion, and chaos got Trump elected. He, in turn, appointed 3 LIFETIME justices --who for some time to come, will lead a majority Court to these type of damaging decisions. More, unfortunately, like this to come!",en,commgrad71
90,2022-05-03 02:07:20+00:00,@nytimes Between THIS and the Ukraine cleansing attempts...im not sure we've learned ANYTHING from our mistakes😔,en,RobinFine16
91,2022-05-03 02:06:24+00:00,"@nytimes She looks gorgeous. I have admired her for years, and still try to imagine our country if she won. And now this Roe v Wade crap. I hate that Russia helped trump win",en,Marie4Democracy
92,2022-05-03 02:02:30+00:00,"@nytimes Those from Azov led by Zelensky have killed 1200 civilians!!. Of course now I understand, many opposed the actions of Mr. Zelensky and even soldiers of the Ukrainian army wanted to surrender and were killed by the murderous army of Ukraine itself.",en,rolandito210088
93,2022-05-03 01:46:52+00:00,@nytimes He job is 2 represent her districts &amp; the American people. Domestically - not internationally. We have officials designated 4 that. Jesus. They put this much energy &amp; OUR $ (which we paidn4 that trip 2) into ukraine but meanwhile we suffer.,en,Francis15118380
94,2022-05-03 01:22:06+00:00,"@nytimes supported the nazis in WW2 and supports the neo-nazis in Ukraine, but Tucker Carlson is the problem here?\nYour lack of self-awareness is disturbing https://t.co/G5T7FORs6X",en,real_sgt_spike
95,2022-05-03 00:55:18+00:00,@nytimes Russia if you're listening... 🤬,en,Nunny_S31
96,2022-05-03 00:01:40+00:00,@nytimes Listen in to this Twitter Space on your phone today!!\n\n#UKRAINE #WalterReport https://t.co/CWlHmvMrGk,en,H2OEcoLndrmt
0,2022-05-04 23:57:20+00:00,@nytimes This will only increased over time. Russia will continue to arrest and jail Westerners and just them as bargaining chips to get their ALL their confiscated money and properties back. This is just the precursor,en,onnorh
1,2022-05-04 23:56:52+00:00,"@nytimes Dirty war USA x Russia, Ukraine never got safe side. Weapons keep being sent instead of food, water and medicines. https://t.co/4f1PVvgijO",en,vfpn2019
2,2022-05-04 23:47:39+00:00,@nytimes GOOD !!!  God is good dude....sanctions or just plain telling the Pope to keep his mouth shut when recentrly criticizing NATO for poking at Russia...it's a wonder why this world is nasty and confused...,en,Louise94289578
3,2022-05-04 23:26:56+00:00,@nytimes Stop Putin Now Create a no fly zone over Ukraine now or get down to history as those who let Putin winn and let the ukrainians die 😡 and Putin wont stop 😡 he has to be stopped now 😡,en,schtinkygirl
4,2022-05-04 23:26:02+00:00,"@nytimes So he is racist for quote your own articles about farmers in South Africa being killed. ??  Can you say liars, hunters laptop, covid origins , Russia collusion etc and on we go. But ofcourse we should believe you now. Lol integrity is gone with the first lie along with trust.",en,concernedaust
5,2022-05-04 23:20:23+00:00,@nytimes Yesterday’s WSJ: Pope Francis condemns NATO not Russia for war in The Ukraine. Reminiscent of Pope Pius XII complicit coddling of Hitler!,en,BillSchwartz17
6,2022-05-04 22:43:40+00:00,@nytimes There is no doubt that fascist and mobster Putin will attack Moldova after May 9 and announce mobilization in Russia for war in Ukraine. There is also no doubt that he will attack EU if he is successful in Ukraine. Join to fight now.\n#JoinToFight,en,Kurt64293024
7,2022-05-04 22:26:35+00:00,@nytimes So they can gun them down as the did refugees fleeing Ukraine in humanitarian corridors like before ! \nI say bring Ukraine into NATO and end this before the Ukrainian land is the only thing left to save,en,Ruppa84
8,2022-05-04 22:12:27+00:00,@nytimes due to Ukrainian shelling.. 😏,en,russia_justice
9,2022-05-04 22:04:14+00:00,@nytimes Russia is not even trying at 35% of their forces yet.but if Russia declares war upon Ukraine..it wouldn't take Russia a week to destroy the Ukrainian neo Nazis and then maybe declare war upon the usa and use nuclear weapons. It was better to let Russia just have the Ukraine,en,greatsatan7777
10,2022-05-04 21:45:57+00:00,"@nytimes If it comes from Russia, nothing is believable.",en,RichardArzate1
11,2022-05-04 21:38:25+00:00,"@nytimes America, you left Ukraine alone This is not how you treat an ally",en,MalikSo35080809
12,2022-05-04 21:37:12+00:00,@nytimes Russia never tells the truth.  Seems like they would open the corridors to make it easier for them to kill these people.,en,Suzane03206688
13,2022-05-04 21:13:32+00:00,@nytimes your provocative writings to start using chemical weapons by Ukraine and the West... 😏\nand Kyiv gangs are already sitting in a ambush at a chemical plant and waiting a signal from the White House..,en,russia_justice
14,2022-05-04 21:06:15+00:00,"@nytimes Russia can get a sniff too, can't they?",en,AyakaRadio
15,2022-05-04 21:04:24+00:00,@nytimes real from America.. 😏,en,russia_justice
16,2022-05-04 20:42:54+00:00,@nytimes End justifies the means. That is the only rule of War. NATO adheres to it and Russia is the best at it.,en,RayMwabini
17,2022-05-04 20:41:46+00:00,@nytimes Ukraine should not hold back from destruction of Power Stations over the border in Russia,en,BillSchwartz17
18,2022-05-04 20:22:31+00:00,@nytimes Is the Ukraine thing over?,en,ForefathersSun
19,2022-05-04 20:18:25+00:00,"@nytimes If you’re upset about trans women in sports but you’re not outraged by the reasons female basketball players feel they have to play in Russia, you’re not really concerned about equity and fairness for female athletes.",en,eliglynn13
20,2022-05-04 20:11:30+00:00,@nytimes Does Russia have biolabs on border like Ukraine does? Asking for a friend 😉,en,Woodard6502
21,2022-05-04 19:44:50+00:00,"@nytimes Next move by this unelected muppet….\n\nWe will build a Great Wall of Europe to cancel Russia \nWe will dig a deep river between Europe and Russia\nWe will ban russian air, cloud &amp; rain from Europe \nWe will embrace nazism out of hate for Russian",en,TheElementGuy
22,2022-05-04 19:40:51+00:00,@nytimes I wish Ukraine could do the same to Russia.,en,ludwig_schnee
23,2022-05-04 19:38:08+00:00,@nytimes She fucked around in Russia &amp; found out!!,en,EricT41208999
24,2022-05-04 19:33:02+00:00,"@nytimes Russia the leading doping country in the world of sports. Oil for sprains, strains, aches and pains - WTF",en,MichaelMyth
25,2022-05-04 19:32:08+00:00,@nytimes nobody gonna play there again. Now the Oligarchs that run leagues will be pissed at Putin for losing their money in a war and losing them players on the court. \n\ngonna be tough to live in russia for a decade or two. LOL,en,theqnow
26,2022-05-04 19:31:51+00:00,@nytimes Russia has destroyed its stockpile of chemical weapons.  The only country that has used and still possess chemical weapons is the USA.,en,TheStallionGh
27,2022-05-04 19:30:10+00:00,"@nytimes By photo is first destroyed most modern tank of mobster and fascist Putin T-90. We continue to wait for warriors in volunteer army in Ukraine, and now in Moldova in connection with  outbreak of hostilities there too.\n#JoinToFight https://t.co/viI0ooBDD9",en,Kurt64293024
28,2022-05-04 19:29:22+00:00,"@nytimes The only country in the world that ignores humanitarianism and uses unconventional weapons is the United States, so this is a hint to encourage Ukraine to use chemical weapons",en,wilson661216
29,2022-05-04 19:28:51+00:00,"@nytimes 😅 Russia's C and B weapons were inspected/destroyed.\n\nIt is the US which keeps developing and stockpiling them.\n\nReally, NYT, have you learned nothing of your schleicheresque lies about Iraq?",en,edgesofempires
30,2022-05-04 19:00:45+00:00,"@nytimes Seriously, who cares. Large numbers of people are dying every day in Ukraine, and in the US people are still wasting time with celebrity nonsense?",en,Solanio10
31,2022-05-04 18:54:17+00:00,@nytimes Germany always doing more for genocidal Russia than the countries it attacks. #MolotovRibbentropPact,en,cosmic_90210
32,2022-05-04 18:05:32+00:00,@nytimes @rolandsmartin We thought it was Mark Levin. He touts himself as the “leader” on his nationally syndicated radio show. He’s in league with neo Nazis and far right extremists. Like Ukraine.,en,dog884
33,2022-05-04 18:04:50+00:00,"@nytimes So #Russia is finally doomed starting when exactly? Tomorrow I guess? In those things the sooner, the better....and #Germany knows that best.",en,RMpoudi
34,2022-05-04 17:54:49+00:00,"@nytimes 1990 NATO made deal not to encroach past Germany. And has added 14 countries since, now knocking on Russia doorstep. Not sure Russia is the aggressor here.",en,Woodard6502
35,2022-05-04 17:51:31+00:00,"@nytimes It seems likely that Russia will halt sales of oil to unfriendly countries much sooner than that, indeed they have already started.",en,RupertH59303163
36,2022-05-04 17:39:06+00:00,@nytimes Effect of Ukraine war 😜,en,PronabKumarDas4
37,2022-05-04 17:37:01+00:00,"@nytimes How about instead of sending billions of our tax dollars to Ukraine, we send it to our boarder patrol and ICE. You know, so the expenditure will actually benefit American Citizens.",en,MitchBlake70
38,2022-05-04 17:25:10+00:00,"@nytimes The best way to galvanize the religious people of Russia around Kirill and Putin. I think Putin will send a letter saying ""Thank you so much"" to whoever had this idea. Let's make it a religious war. Great.",en,BlackStone2023
