,tweetcreatedts,text,language,username
139,2022-03-13 14:14:43+00:00,@nytimes should draft thier twitter army and send them to Ukraine with the gatling gun they used during the draft riots,en,tweetingmatty
140,2022-03-13 14:12:21+00:00,"@nytimes Why just the Russian oligarchs? How about the oligarchs who planned on benefiting from IMF-imposed austerity measures on Ukraine's citizens, in order to open up Ukraine to foreign investors???",en,EDub56
141,2022-03-13 14:08:42+00:00,@nytimes Use it for refugee homes and the money to build up Ukraine.,en,HiltbrunnerMarc
142,2022-03-13 14:07:03+00:00,"@nytimes When the United States has no money, it steals money all over the world and steals it to Russia's richest man",en,yangxiaoying13
143,2022-03-13 14:04:43+00:00,@nytimes I don’t understand Putin demolished cities in Syria everyone stayed silent isreal committing crimes daily and Ukraine you reacted to well Nato I hope the hurts that you brought to people will hurt you back,en,ValentinaFarran
144,2022-03-13 14:00:34+00:00,@nytimes Russia is absolutely wrong for doing all this crap ! And we as Allies should be kicking their ass is,en,Joe98002519
145,2022-03-13 13:58:42+00:00,@nytimes The problem is that inflated costs were already happening long before the Russia-Ukraine War due to the Democrats' war on energy and massive COVID spending bills. Ukraine is just icing on the incompetent progressives' cake.,en,LucasJohnson21
146,2022-03-13 13:58:16+00:00,@nytimes God bless Ukraine,en,ManassehKubwim8
147,2022-03-13 13:57:57+00:00,@nytimes Here in Tonga the people write on the walls CTRL + Z = undo. Russia must lose this war!,en,nuku_in
148,2022-03-13 13:57:25+00:00,"@nytimes 🇺🇸😢  Brent Renoud, a journalist (The New York Times), is dead! He was shot by Russian soldiers in the Ukrainian city of Irpin!\n\nAmericans, destroy Russia, finally!\nRussians are already killing your people, no answer? 😢🇺🇸\n\n#Ukraine #UkraineWar #Russia #BrentRenoud",en,BranislavMelis_
149,2022-03-13 13:55:27+00:00,"@nytimes wake up the President, your journalist was killed by the Russians. Close the sky over Ukraine!",en,kuchmed
0,2022-03-14 23:57:58+00:00,@nytimes @badiucao China has already given economic aid to Russia during Olympic. Now what Sleepy Joe?,en,cc46757117
1,2022-03-14 23:53:43+00:00,"@nytimes Staged 100%. \nThis video has a purpose. Don’t believe anything that they are showing on the main propaganda channel in russia, even anti- propaganda posters.",en,norskukr
2,2022-03-14 23:48:55+00:00,"@nytimes So, if I have this read correctly, they have closed international corporate offices (and saved money) while keeping 190 stores open (and making money) all in the guise of supporting Ukraine. That about right?",en,wollakcj
3,2022-03-14 23:46:57+00:00,"@nytimes And because they are not in NATO, the world sits by watching Ukraine get destroyed. Money stands between NATO stepping in and NATO letting Russia keep destroying. To join NATO you must pay a percentage of your GDP. Money is the reason Ukraine hasn't been helped yet. Disgusting!",en,Mississ63977587
4,2022-03-14 23:43:26+00:00,@nytimes Least something good happening in Russia that all the American garbage junk food brands are closing.,en,IKONOS2
5,2022-03-14 23:38:40+00:00,"@nytimes If putin decides to stop the war tomorrow and say sorry, he seems to be called a hero too? This woman has been making propaganda on russia's main channel for years, was silent for 19 days of the war, and now she’s a hero and we’re discussing her, not the thousands died in Ukraine",en,chris_kiddo_
6,2022-03-14 23:34:57+00:00,"@nytimes Where has Marina been all past years since Russia occupied Crimea and Donbas? Where has she been in the last 19 days since Russia invaded Ukraine again? She's been amplifying Russia's propaganda and helping Kremlin kill Ukrainian civilians. And now, suddenly, she's a ""hero.""",en,KZarevenna
7,2022-03-14 23:30:15+00:00,"@nytimes There's no live broadcasts of news in Russia. Also, rule No. 0: Russians. Always. Lie.",en,o_sushytska
8,2022-03-14 23:27:28+00:00,"@nytimes In Russia not live broadcast, and she is propagandists",en,ua_LovelyLife
9,2022-03-14 23:25:41+00:00,@nytimes Can we send Joe Manchin to help fight the war in Ukraine?,en,MaryAnn02147234
10,2022-03-14 23:18:37+00:00,"@nytimes How about investigation of Clinton, Bush, Obama, Biden for war crimes. They have blood of millions on their hands. Serbia, Afghan, Iraq, Syria, Libya... Even the blood of Ukrainians today because NATO refused to sign not to expand further towards Russia. This would be avoided",en,NSutim
11,2022-03-14 23:15:59+00:00,@nytimes What the hell are waiting for? Are we so afraid of Russia that we can stand aside and be just spectators of this carnage? Are we not superior or at least equal to Russia? I can no longer look at the images and be proud of being American!,en,mayramcconnie
12,2022-03-14 23:11:08+00:00,@nytimes Why are the Sudanese not fleeing war at home to one of their 9 neighboring countries? With the hopes of returning to Sudan to rebuild? I share this premise since this article tries to compare the war with Russia.,en,simon94582
13,2022-03-14 23:09:12+00:00,"@nytimes PROPOGANDA""S Russia's state-run Channel 1, NEVER DOES THE live broadcast !!! NEVER! DO NOT BELEVE THE PUTINS TV!! FAKE TV!!! THIS IS THE PART OF SOME SHIT!!",en,Desh245
14,2022-03-14 23:07:48+00:00,@nytimes Whether this information is confirmed by officials of Russia or China also ?,en,MOKARRAMKHAN
15,2022-03-14 23:07:48+00:00,"@nytimes Oh? So he was in Russia. Mayby he should  stay there? Russians say they are friendly and like to help ( we now how, bombs). But no, he came to poland. How many Russian propaganda pay him to make a bad word?",en,NatashaMar8
16,2022-03-14 23:06:01+00:00,"@nytimes I don't think Russia has to ask China..China really doesn't give a monkey's toss what the US thinks or does. It will do what it deems is right for China. Yesterday was the middle East then it was Central America, then it was China. Now it is Russia... Tomorrow it will be ?",en,Ken04989139
17,2022-03-14 23:03:47+00:00,@nytimes Good for her❤️ even though she is now in custody because as we all know Russia is not a free country. She stood up at her own risk and spoke the truth. All of the free world and even those who are not in a free world needs to speak out and stand up for what we all know as right.,en,GN57
18,2022-03-14 22:54:58+00:00,"@nytimes hello, i’m Alina, i’m from Kharkiv and i don trust no one from russian special marina ovsyannikova, she’s part of putin propaganda. we living as a neighbour with russia for centuries, we know, they are lying. i know they are lying, please trust Ukrainians",en,hobisbabyalien
19,2022-03-14 22:54:46+00:00,@nytimes I think he is a good case for having his citizenship and passport revoked. He has every right to do what he is doing in Russia. He deserves to be a made man. Have a nice life and don't let the screen door hit you in the ass.,en,MesabiBoy
20,2022-03-14 22:52:54+00:00,"@nytimes Really ?? I know hundreds of people living in Russia and nobody fled, besides a bunch of foreigners. It seems your sources are misleading you, once again.",en,Michael91383177
21,2022-03-14 22:51:17+00:00,@nytimes He even looks like John. Do they make these guys in a lab? \n\nPapa John's tastes like cardboard and grease in America. I hate to imagine what it tastes like in Russia...,en,vanya42nd
22,2022-03-14 22:50:44+00:00,"@nytimes your fairly idiotic summary of how to end the Ukrainian war does not take into consideration that Ukrainians do not want to be subjugated to Russia and now that their country lies in ruins , will not sign anything over to Russia . NATO war is coming .",en,InnaDesilva
23,2022-03-14 22:50:00+00:00,"@nytimes This sounds like he's being a hero or smth.\nUkraine is the new #blm - that's awful, stupid, and just ridiculous, but many consider shutting down their businesses just for the sake of applauses/appraisal",en,iamalexandican
24,2022-03-14 22:49:22+00:00,"@nytimes If he's an American citizen and he's defying the sanctions, I hope he doesn't plan on leaving Russia for the rest of his life.",en,SeanRohead
25,2022-03-14 22:47:35+00:00,"@nytimes Please, stop spreading this Russian propaganda! \n\n1- Russia broadcast PRE-RECORDED video. For this case\n2 - message in English - it was made for western media \n3 - her video is very offensive to Ukrainian. \n\nThey trying to whitewash Russians. Don't be so naive!",en,ServerStresu
26,2022-03-14 22:46:20+00:00,@nytimes 1. Why is the biggest slogan in English? Is it for the English speaking Russians?!\n2. Is there really such a thing as live tv in Russia?,en,who_xju
27,2022-03-14 22:39:47+00:00,@nytimes A state that expresses democracy exists in Russia 🇷🇺 in contrast to the aggressive policies that exist in Western countries towards Russia,en,alkingnigh
28,2022-03-14 22:39:45+00:00,"@nytimes Sudan referendum, Jan 2011. Having seized control of southern media, the US by proxy blocked out pro-unity arguments. The EUEOM concluded: “Debate on the consequences of secession or the continued unity of Sudan was drowned out” as we see today on Ukraine NATO &amp; US regime change.",en,pressburgerpowe
29,2022-03-14 22:39:21+00:00,@nytimes Start by tossing Russia out of the Security Council.,en,BlueWave_Yeah
30,2022-03-14 22:38:44+00:00,"@nytimes That's the good old Putin's Russia, a country where protesting is practically putting one foot in jail.",en,ppunto_seguido
31,2022-03-14 22:36:43+00:00,"@nytimes Why would you, FOX, send any journalist to Ukraine??? You allow comrade tucker Carlson to be pro destruction of a democratic country so Russia can use this to endorse this horrid war crimes war!!! Have you no morals. Heart? Good god!!!!",en,MarlaMrcouleurs
32,2022-03-14 22:34:29+00:00,"@nytimes He tried to sneak into Poland from Belarus, one of the invading countries. It’s not surprising that Poland has tight security on that border. I feel sorry for the young man but the situations are not comparable. He obviously didn’t feel safe or welcome in Russia or Belarus.",en,JonathanO312
33,2022-03-14 22:34:18+00:00,@nytimes Do you maybe have any map of Africa where Sudan have common border with Russia or Belarus?,en,korpoludek1
34,2022-03-14 22:32:35+00:00,"@nytimes It’s not just Ukraine that’s suffering. What Putin is doing to Russia is a tragedy. The images of young, principled Russians being rounded up because of their opposition to this criminal despot are heartbreaking.",en,TomSand82187006
35,2022-03-14 22:27:03+00:00,@nytimes Bravest person I’ve seen come out of Russia up until now💪🏻💪🏻,en,martin_kingen33
36,2022-03-14 22:23:16+00:00,"@nytimes A brave, courageous Lady, do not forget what she has done, she will need all the help she can get in Little Man Putin's Russia.",en,gandinho
37,2022-03-14 22:22:14+00:00,@nytimes The headline should be “today Marina Ovsyannikova was sent to the gulag and murdered.”   Every country has bad and good people.   It’s obvious that Russia has a higher ratio of bad to good than most other countries …#chopputinslegsoffandlethimstumblearoundonhisbloodystumps,en,stevewb004578
38,2022-03-14 22:20:48+00:00,@nytimes and then what happened? everybody ran out of Ukraine? nope. they are still there. yup.,en,TkovlaC
39,2022-03-14 22:19:45+00:00,@nytimes The young men (or any other men) of Ukraine aren’t allowed to leave. They’re expected to fight and die for their country.,en,BradPuppet
40,2022-03-14 22:18:57+00:00,"@nytimes @tripgabriel Here's a better idea. Eliminate paywalls for all content related to the Russian invasion of Ukraine. You did it in the past, for Covid stories, early in the pandemic. You can do it for such a vital, global catastrophe.",en,CaptCarpeDiem
41,2022-03-14 22:18:07+00:00,"@nytimes Russia doesn't have live news..it's all recorded. How do you think you check if the word ""war"" is pronounced? They check before airing everything. So this stinks",en,AnonimoRomano6
42,2022-03-14 22:16:00+00:00,@nytimes I stand with Russia 🇷🇺 clean up the closet Mr Putin…done with these hypocrites.,en,JTidingz
43,2022-03-14 22:15:45+00:00,"@nytimes: 18,000 stories on Ukraine. \nAlso @nytimes: Why is everyone talking about Ukraine instead of ______? That's so racist.",en,Harpbe_Nimble
44,2022-03-14 22:15:40+00:00,@nytimes Brave lady! Putin is filling Russia’s prisons w/protesters.,en,PinkUnicorn0007
45,2022-03-14 22:02:19+00:00,"@nytimes It’s a performance of kremlin propaganda, russia’s tv hasn’t had live air since 2015!",en,yaroslavivna_a
46,2022-03-14 22:01:33+00:00,@nytimes 😅😅😅 US instigating another world war. Smh to be honest! You're part of the culprit on what is happening in Ukraine. Please stop war! You are not helping.,en,mhelfrancis16
47,2022-03-14 22:01:09+00:00,@nytimes I am glad it happened in Russia.\nIn Ukraine this poor lady probably will end her life in prison.\nWhile she was just fined.,en,serg_natalia
48,2022-03-14 22:00:57+00:00,"@nytimes Imagine if CNN MSNBC FOX broadcasters all did that since let’s just say 2002? The world would have been different now. Hell, the Ukraine/Russia war wouldn’t have had to happen.",en,brunogiordano0
49,2022-03-14 21:56:24+00:00,@nytimes why would China offer them anything at this point? seems to me that it's in their best interest to wait this one out and turn Russia into a vassal state,en,gammaPrior
50,2022-03-14 21:55:16+00:00,"@nytimes If the New York Times really wanted to do their jobs, they would investigate how the rioting was provocateured by groups sympathetic to the Democratic Party and the Washington DC establishment. But we don’t have a news media anymore. Similar to what happened in Ukraine in 2013-14",en,LostEdm
51,2022-03-14 21:53:27+00:00,@nytimes What would happen if Ukraine obtained nuclear weapons? Would this act as a deterrent?,en,paul_186
52,2022-03-14 21:50:29+00:00,"@nytimes What would China hope to get from Russia at this point? Any money they have now is frozen or sent to the war, and they need to rebuild captured territory for his puppets to live in",en,bunch_turner
53,2022-03-14 21:47:13+00:00,@nytimes I’m curious to know what the ramifications for China would be in terms of sanctions. It would need to be quite different from the approach used with Russia based on how integrated China is to Western economies.,en,JerDavidson
54,2022-03-14 21:47:08+00:00,"@nytimes @kurtstreeter YEs, until Russia withdraws all troops from Ukraine.",en,Owanjesse
55,2022-03-14 21:43:31+00:00,"@nytimes Is NYT completely tone deff? What the hell is this. Thousands of civilians are being killed in Ukraine, but let's harp on this one lady's stocked fridge, without even taking into consideration what other type of hell she has been through.",en,NiTweetTwo
56,2022-03-14 21:39:52+00:00,@nytimes This is the best example of fake and manipulative journalism. Shame on you. \nYou sound like tube for putin propaganda against Poland . \nPutin very purposefully created artificial crisis in bialorusion border before invade Ukraine.,en,u_arletta
57,2022-03-14 21:39:03+00:00,@nytimes They should send people to Ukraine to prevent on their land. Act NOW!,en,unitedforpeace0
58,2022-03-14 21:34:33+00:00,"@nytimes China has a roughly THREE THOUSAND MILE border with Russia.\n\nRU is telling China we are cool with crossing borders to invade sovereign nations, come help us do it.\n\nChina will gladly help and RU can’t say a thing when China decides to invade RU …",en,AzSportsGirl63
59,2022-03-14 21:32:34+00:00,@nytimes What will you do with the money?\nGive to Ukraine? https://t.co/2jKGLai6pb,en,WDooren
60,2022-03-14 21:21:55+00:00,"@nytimes @kurtstreeter @nytimes 397k civillians died in our 20yr war on terror overseas.\n\nI'm curious on when Russia attacks something thats bad, but when US does it and causes almost 400000 civillian deaths as a result of their war, that gets blatently ignored?\n\nUS invasion was based on a lie, no WMDs",en,XxitsameMarioXX
61,2022-03-14 21:12:13+00:00,@nytimes Disaster? Ukraine will never be the same after the war and you are calling it disaster...,en,chrisuch
62,2022-03-14 21:11:14+00:00,"@nytimes If Putin succeed in Ukraine, I am sure he will feel excited to move forward invading other countries around Eastern Europe.",en,honestbless
63,2022-03-14 21:10:35+00:00,"@nytimes War? Did someone in the UN use the war-word? If so, Russia can say goodbye to his Security Counsels-seat?? Finally!!",en,MarcReumer
64,2022-03-14 21:10:19+00:00,"@nytimes Do not worry, Ukraine will not fall, Ukrainians are unbreakable!",en,Kostyantynosiuk
65,2022-03-14 21:09:46+00:00,@nytimes 0 chance Russia will attack a NATO member.,en,unpopularblackh
66,2022-03-14 21:08:17+00:00,@nytimes No mention that Ukraine has the right to self-defense,en,burtonlee
67,2022-03-14 21:06:21+00:00,"@nytimes What  I do not like about the entertainment on this war is that people in reality are being killed innocent people Soldiers children now Journalist. I don't like the Sanctions neither the way NATO,US,UK &amp;Ukraine are playing each other.Otherwise it's like watching good movies.",en,BarelaImario
68,2022-03-14 21:05:47+00:00,"@nytimes So he may take ""nice"" pictures of Ukraine?",en,DurableSenegal
69,2022-03-14 21:05:39+00:00,"@nytimes They wont, because Ukraine wont fall. I dont think they will ever surrender. The war will - already has cost Putin so much that he cant afford to attack a nato member state.",en,HamiDaily
70,2022-03-14 21:04:56+00:00,@nytimes Ukraine is not worth going to nuclear war for.,en,JJeffersonNewb1
71,2022-03-14 21:04:12+00:00,@nytimes And who's to blame for Russia expanding when they could've been stopped long before invasion of Ukraine?,en,LiZaisatweetie
72,2022-03-14 21:03:40+00:00,@nytimes Russia keep going in hard,en,ASADssg
73,2022-03-14 21:01:26+00:00,@nytimes This courageous woman and the great people in Russia who are taking to the streets for peace deserves the Nobel Peace Prize.,en,Metzger771
74,2022-03-14 21:00:51+00:00,"@nytimes @kurtstreeter If they represent Russia, then yes.",en,TreyCarter88
75,2022-03-14 20:52:07+00:00,@nytimes Congress should tell Zelenskyy has no future in Ukraine he should become refugee like every Ukrainians unless his staying number one target to Russians.  Ukraine is now part of Russia most of Ukrainians flee true but sad true,en,JaakaPeter
76,2022-03-14 20:46:35+00:00,@nytimes The oligarchs’ opulent lifestyle has bled Putin’s Russia dry.,en,BigHub20
77,2022-03-14 20:33:51+00:00,@nytimes Killed by the Ukranian Nazis ? Is Ukraine a nazism sponsor state ?? @Israel @UN \nhttps://t.co/wd33wtb8GC,en,_Abezethibou
78,2022-03-14 20:32:52+00:00,@nytimes This woman is being used in a lot of these fake ukraine war pics,en,K_TheMan40
79,2022-03-14 20:22:18+00:00,@nytimes But none of you mofos admit to wrongly urging Ukraine to fight. You said Russia is nothing and was being decimated. Now your reporting is confusing.,en,KayamoYafes
80,2022-03-14 19:55:49+00:00,"@nytimes @dennydov But EU, NATO and WORLD keep on be blind...\nIf you think that Russia will stops - you wrong.\nMost biggest propagandist on Russia ""Solovyov Live"" told that right today. https://t.co/3IkBGz01lW",en,Dirty_Snob
81,2022-03-14 19:46:01+00:00,@nytimes I mean who cares. Why give these rich people all this attention when 1000s are dying in Ukraine,en,martinhopkins39
82,2022-03-14 19:40:31+00:00,@nytimes “But we’re still gonna let Russia veto anything we try to do about it.”,en,kittybombay
83,2022-03-14 19:39:04+00:00,"@nytimes Ukraine is being decimated, the Middle East is being decimated, people are being decimated around the world. Who is to blame? Power hungry men.",en,ReadingDiva3
84,2022-03-14 19:37:54+00:00,@nytimes Why is the UN not sending peacekeepers to Ukraine? Why do we need an organization that is so ineffective?\n\n￼,en,Irena11647021
85,2022-03-14 19:36:09+00:00,"@nytimes when US let its bldy bankers / financiers outside of US government's authority create a mess vs US' signatures of treaties with other nations then Russia or Iran or China,, can have their own axis. \nWest in general &amp; US in particular are torn apart by their own internal causes.",en,zaagenburg
86,2022-03-14 19:29:30+00:00,"@nytimes What Putin is doing to Ukraine and most especially it people, the civilians, women and children, this is an attestation that it is Ukraine today, and it will be Russia tomorrow. It's just the way it is. History won't forget these atrocities.",en,Habeeblah2
87,2022-03-14 19:22:15+00:00,"@nytimes … these are the images and results of war, the US and NATO would rather impose sanctions which in fairness will be eliminated when Ukraine falls vs any steps towards ww3 or any nuclear attack, scary part it’s going to get even uglier",en,Alpha_TBC
88,2022-03-14 19:12:32+00:00,"@nytimes There is no other feeling that I am left with over this war in Ukraine than the fact that the world is watching a genocide, and practically doing nothing about it but offering a minimalist supply of weapons to a dying people. History will view it as nothing other than apathy. 🤔",en,SinalaRae
89,2022-03-14 19:12:26+00:00,"@nytimes Koch Industries continues its business operations in Russia. I though the Koch were all about ""freedoms""? #UkraineUnderAttack \nhttps://t.co/7XaGqYrGe2",en,D_Strummer
90,2022-03-14 19:12:09+00:00,@nytimes @kurtstreeter Ostracize exclude and penalize who does not denounce Russia’s brutal aggression needlessly causing death and destruction .,en,38JuveX9Malta
91,2022-03-14 19:10:03+00:00,@nytimes Just replace “Ukraine” by “Palestine”  and see the “magic”: western media/country/people narrative changes. It’s called hypocrisy and double standards.,en,FabioDo81206734
92,2022-03-14 19:03:37+00:00,"@nytimes @kurtstreeter You guys are joking, right?? What exactly should Russians do with their families exposed, back in Russia??!! https://t.co/MXp5a45pFl",en,AlexoV2
93,2022-03-14 19:01:26+00:00,@nytimes Brah Congress doesn't do anything in America you honestly think they can do something in Ukraine,en,DJFed951
94,2022-03-14 18:52:27+00:00,"@nytimes @kurtstreeter I believe that they should,then maybe their families will start to listen to what the world is saying. Since the reports say that they don't believe that Putin is waring with Ukraine.",en,Deborah22143007
95,2022-03-14 18:40:48+00:00,@nytimes @kurtstreeter At this time all representatives of Putin's Russia should be banned. Putin has chosen this path we must make his regime and all its representatives' pariahs.,en,0311OpEssexman
96,2022-03-14 18:39:10+00:00,@nytimes Why is India firing missiles??? How about they fire a few into Russia !!!,en,kona1745
97,2022-03-14 18:36:09+00:00,@nytimes Why the need to come out and say this? Just encourages Russia to try harder.,en,DoctorWynn
98,2022-03-14 18:35:42+00:00,"@nytimes @kurtstreeter The aggression began with Washington’s efforts to include Ukraine in NATO. The Times doesn’t acknowledge Russia’s legitimate security concerns but most people who don’t let the Times do their thinking for them, do.",en,EDub56
99,2022-03-14 18:35:10+00:00,"@nytimes @kurtstreeter Who is penalizing innocent Ukrainians now?!  No one is innocent in a war! Yes, if they spoke out, it will be the end of any chance of them returning to Russia, but is that an enough reason when others are dying?!",en,Abraham88400259
100,2022-03-14 18:32:11+00:00,"@nytimes Britain is screwed, they are an island nation with no natural resources. Sadly Russia and China will destroy them.",en,CarlCalahan
101,2022-03-14 18:17:50+00:00,"@nytimes @kurtstreeter This is BS!\n\nRussians have no say on government business, just like Americans. Rich oligarchs are the only who should be punish in America and Russia it's their proxy war.",en,dandreprosise
102,2022-03-14 18:05:14+00:00,@nytimes @kurtstreeter People are dying and being displaced in Ukraine but oh no poor Russian athletes are being blacklisted. This is why @kurtstreeter is the enemy of the people.,en,ple_mediacritic
103,2022-03-14 18:02:28+00:00,@nytimes Th Russians have opened the gates of hell and all these demons are pouring into Ukraine.,en,reality_wit
104,2022-03-14 17:53:41+00:00,@nytimes Ukraine should use Vlad the Impaler methods to show the invaders there futures.,en,vablaker
105,2022-03-14 17:52:21+00:00,@nytimes Why was NATO training Ukrainian troops inside Ukraine before the war started?\nStop Biden’s WAR on Russia!\nAbolish NATO!\nDestroy U.S. Imperialism!!!,en,CraigMace10
106,2022-03-14 17:44:57+00:00,"@nytimes Honestly, it's very hard time for the Ukraine people, just know we stand with you and the future of this war will prove our victory, slowly the Putin and his dictator friends they will fall.",en,mukwaya_abel
107,2022-03-14 17:39:45+00:00,@nytimes Sad times we are living in..God grace in Ukraine,en,alto250
108,2022-03-14 17:36:00+00:00,"@nytimes This is not the time to oppose each other senators, if it has happened in Ukraine it can occur in any part of the world. Even in your nation. Take charge and agreed with Zelenskyy wishes. Russia&amp;Putin need to be stop now!",en,KwameOk89434046
109,2022-03-14 17:35:06+00:00,@nytimes Does Ukraine have a sensational 24/7 corporate media who profits off racial and political divisions?,en,maddermike1
110,2022-03-14 17:25:10+00:00,"@nytimes So sad and Trump called Putin a genius and is so impressed with  him.We can blame Putin for all of this. Today, a pregnant women and her baby died because Putin decided that Ukraine should not exist and NATO refused to close the sky above Ukraine to protect them.",en,maheshs97394123
111,2022-03-14 17:24:42+00:00,@nytimes Friend of mine waiting for a wire for a Hybrid Ford (squirrels got a bit hungry)  part comes for Ukraine so they have been told no idea when/if they will get the part,en,mvbeckstrom
112,2022-03-14 17:17:16+00:00,@nytimes Zelensky is the new Fauci. Except he wants us to start a war with Russia.,en,KGOERZ
113,2022-03-14 17:13:39+00:00,@nytimes @FranannigansD Good \nStop Putin in Ukraine \nOr wait see when he will strike again \nHis Russian military will not allow him to Nuclear,en,gpz01
114,2022-03-14 17:11:00+00:00,@nytimes I salute the bravery of these people. Putin will go sooner or later. I hope the time will come when Russia will be free!,en,jo_soko
115,2022-03-14 17:05:11+00:00,@nytimes Remember when the US orchestrated a coup in Ukraine?,en,Dark_Matters_11
116,2022-03-14 17:03:11+00:00,@nytimes US officials said. Not Russia,en,Soyeb87
117,2022-03-14 17:02:27+00:00,@nytimes At this point it’s too late . Getting involved now could escalate to world war 3 . Over Ukraine ? I don’t think we want to do that,en,RightWingTaco
118,2022-03-14 16:58:02+00:00,@nytimes @washingtonpost Why is this not a bigger story?? Carlson’s rhetoric has gone full support of Russia… which foreign agent was he talking to and why? Americans trust this guy. https://t.co/U1FfL3NC9U,en,FBaranow
119,2022-03-14 16:50:32+00:00,"@nytimes He must still be looking for his cat. I doubt he’ll find it in Ukraine, though",en,depress64441078
120,2022-03-14 16:45:20+00:00,"@nytimes Putin kills everyone, no matter of occupation or nationality in Ukraine. He even will give orders to kill his own citizens, just to make a picture of fascists in Ukrainian government, what is absolute fake.",en,eugenerotten
121,2022-03-14 16:43:55+00:00,"@nytimes It's gonna be a dilemma for Powell and his coworkers.\nThey may try to be aggressive and hike the rates fast to contain inflation but if the Ukraine situation get out of hand, it may slow the growth more than expected and may lead to recession if Fed act too aggressive",en,k19_sadra
122,2022-03-14 16:34:44+00:00,"@nytimes If the president of Ukraine is a comedian, then these are film directors",en,Jaouhari19
123,2022-03-14 16:26:44+00:00,@nytimes Feels like Russia is putting these men forward and hiding behind them \n\nAnd these men won't stop because they remember what Ukrainian did to them in the past,en,abdulkhader2321
124,2022-03-14 16:20:22+00:00,"@nytimes Now we all know when those soldiers when you see them looking at the the leaders from Russia and China tell me if you see a look in their face saying I want to rip your face right the fuck off,,,, 😆😂",en,samuelthekid561
125,2022-03-14 16:19:37+00:00,@nytimes Lies they asked for equipment like drones and China hasn't said they are taking side they said they wouldn't mind helping both sides if they asked and Russia was there first 🤷‍♂️,en,JohnReadman25
126,2022-03-14 16:19:27+00:00,@nytimes Ukraine needs snipers - en masse. #UkraineUnderAttack,en,Watchdogsniffer
127,2022-03-14 16:15:06+00:00,"@nytimes He has a reputation for brutality in his own country. I hope this joker finds himself with a genuine Ukrainian ""welcome"" like the 3 generals, 2 colonels &amp; a reputed other 1200 officers who came and went before him. Slava BRAVE Ukraine 🇺🇦!",en,Edwardo43560
128,2022-03-14 16:09:43+00:00,@nytimes Wow the narrative they are oushing the wanabe american leaders got you all. Its like the end of the road for russia the way u comment. It was simply time to ask just like u in line when ur next diesnt mean they cant last. You all are wack. G on chest,en,TwentyTwoMason
129,2022-03-14 16:09:00+00:00,"@nytimes The war in Ukraine was planned 3 years ago by the Pentagon think tank, the Rand Corporation, as a way of destroying Russia.\nEnd Biden’s WAR on Russia!\nAbolish NATO!\nDestroy U.S. Imperialism!!!",en,CraigMace10
130,2022-03-14 16:08:04+00:00,"@nytimes How this minority president (2 to 4 % Jews]  Zelensky represents Ukraine, who dipped the Ukraine to the bottom.",en,Sunil41772031
131,2022-03-14 15:58:55+00:00,"@nytimes You do know what we are currently doing in Yemen, right? And have done over the last 20 years. Bombing children’s hospitals, funerals, schools and everything else under the sun? Or it just doesn’t count unless it’s white Christians and the perpetrator is Russia and not US?",en,EddieAllgood1
132,2022-03-14 15:58:29+00:00,@nytimes This indeed a fact that Putin is determined to wipe both the young and old in Ukraine.Sonething should be done immediately to save this mess!\nI don't know the delay for UN not stepping In. I'm so Angry 😡😡😡😡,en,kinggeorge005
133,2022-03-14 15:47:55+00:00,@nytimes A country that launched World War II and slaughtered the Jewish nation. Who is qualified to condemn Russia here? Isn't it funny for a former murderer to support it?,en,Paco03503871
134,2022-03-14 15:34:31+00:00,@nytimes Not enough protests in Russia.,en,philritz1
135,2022-03-14 15:12:59+00:00,@nytimes NATO should starts bombs them if they join Russia killing Ukrainian,en,unitedforpeace0
136,2022-03-14 15:07:15+00:00,@nytimes The images from Ukraine are horrific. An unprovoked war. Carnage and destruction. Unimaginable human suffering. The dream of a peaceful Europe shattered. Such senseless loss of innocent lives. War is hell. Pray for peace.,en,gonzalezIUBloom
137,2022-03-14 15:03:51+00:00,"@nytimes I hope he got sunflower seeds in his pocket.  However, there is no way that schmuck is anywhere near Ukraine.",en,Vasyok
138,2022-03-14 14:57:43+00:00,"@nytimes Such rhetorical rot. A free people disagree - unless they’re under attack and facing an existential threat. Is that the sort of unity we want? In Russia and China, “unity” and its close cousin “stability” reign.",en,Curveball19
139,2022-03-14 14:56:38+00:00,"@nytimes That's nice, although even better would be continuing Weapon sypply for Ukraine, financial help to Poland for refugees, and perhaps not puting sancions on Poland in this very moment.",en,Wojciech11_11
140,2022-03-14 14:55:17+00:00,@nytimes Ukraine King of Spades right there,en,lthomasn
141,2022-03-14 14:54:52+00:00,"@nytimes ""The Ukraine War?"" Really, @nytimes \n\nIt's NOT Ukraine's war. It's not ""The Ukraine"" either. god, we live in such a pathetic timeline.",en,dandubei
142,2022-03-14 14:52:14+00:00,@nytimes God bless the good people in Russia.,en,pattibridg
143,2022-03-14 14:51:58+00:00,@nytimes I have a question is Trump behind this war . So he can reelected i wouldn't be surprised if he's behind this. Russia got him elected keep your eyes on this,en,Danieltrv1
144,2022-03-14 14:45:02+00:00,@nytimes We aren't united because of Democrats. \nTwo bogus impeachments and a fake Trump Russia collusion hoax cooked up by Clinton will do that,en,FireBidenNow
