"","X","Date","text"
"10152",10151,"2022-03-08 13:00:01+00:00","Reporter's Notebook: Once-lively Ukraine city turns nearly silent

https://t.co/aewiWC5GBb"
"10153",10152,"2022-03-08 12:50:00+00:00","Hacking Away. See all of our daily political cartoons here: https://t.co/GKwG5b93yb https://t.co/6ZzgnDyCKp"
"10154",10153,"2022-03-08 12:40:00+00:00","NHL suspends ties with Russia-based KHL amid Ukraine invasion

https://t.co/Lw5Yj2b3Ry"
"10155",10154,"2022-03-08 12:30:00+00:00","British ballet dancer leaves Russian ballet 'until peace comes' as the country invades Ukraine

https://t.co/7n29PAp8Fk"
"10156",10155,"2022-03-08 12:20:00+00:00","Florida couple found dead 'most vicious' crime police chief has seen in 20 years: 'Deranged'

https://t.co/ZwT2H5x7qr"
"10157",10156,"2022-03-08 12:10:00+00:00","99-year-old WWII veteran launches career as children’s book author: ‘Reading is a foundation’

https://t.co/3px9bl4px2"
"10158",10157,"2022-03-08 11:50:00+00:00","Virginia Democrats block bill to protect religious freedom against executive orders

https://t.co/IVO4UAsLiO"
"10159",10158,"2022-03-08 11:40:00+00:00","New York Times columnist who voted for Biden says he 'flunked' SOTU on this, proposes 'fantasy' solution

https://t.co/74mpq9PGuP"
"10160",10159,"2022-03-08 11:30:00+00:00","OPINION: Iran oil is fueling Russia's war machine -- US must not lift sanctions against Tehran
https://t.co/lM7lf9fKKN"
"10161",10160,"2022-03-08 11:15:00+00:00","Elise Stefanik unveils new endorsements for 2022 midterm elections
https://t.co/jofSnraC8v"
"10162",10161,"2022-03-08 11:00:00+00:00","Putin's desire to bring back Soviet Union, advanced age driving invasion, Ukraine caucus co-chair says
https://t.co/ViVGAhyzsw"
"10163",10162,"2022-03-08 10:45:00+00:00","Ukrainian Paralympic athletes racking up medals after escaping chaotic situation back home
https://t.co/j2cOzt7JzY"
"10164",10163,"2022-03-08 10:30:00+00:00","From Ukraine to LA: How Mila Kunis' family fled the Soviet Union when she was 7 years old
https://t.co/NeyGaLWgDI"
"10165",10164,"2022-03-08 10:15:00+00:00","HOORAY FOR ME: 
@TulsiGabbard
 slams her own party for not thinking about the people impacted by their domestic and foreign policies. 
@jesseprimetime
 https://t.co/xemIWmXoga https://t.co/PniyspW3xU"
"10166",10165,"2022-03-08 10:00:00+00:00","Gas prices fueling coming Democratic bloodbath in midterms, Republicans say
https://t.co/V73a6NJGHh"
"10167",10166,"2022-03-08 09:45:00+00:00","As Ukraine's refugees seek safety, one expert says US 'can't be paralyzed'
https://t.co/3V0OJ5ecAD"
"10168",10167,"2022-03-08 09:30:01+00:00","OPINION: Putin's Ukraine invasion awakens once-sleepy Western nations
https://t.co/sz4sHp2THl"
"10169",10168,"2022-03-08 09:15:00+00:00","MSNBC, CNN, others strain to liken Ukrainian plight to domestic political issues
https://t.co/domDu1HrBs"
"10170",10169,"2022-03-08 09:00:00+00:00","What would happen if the US imposed a no-fly zone in Ukraine?
https://t.co/rVgvb9nV8G"
"10171",10170,"2022-03-08 08:45:00+00:00","Biden's self-inflicted political wounds could ruin the Democrats in November: @IngrahamAngle
https://t.co/rm3EVHuwG6"
"10172",10171,"2022-03-08 08:30:00+00:00","Former Interior secretary says Biden admin is making mistakes at 'every juncture'
https://t.co/IjpJUMnM1R"
"10173",10172,"2022-03-08 08:15:00+00:00","Mark Levin predicts what may happen if Russia defeats Ukraine
https://t.co/w5oe8SMmxO"
"10174",10173,"2022-03-08 08:00:01+00:00","OPINION: @TuckerCarlson: We are at war with Russia, whether or not Congress has declared it
https://t.co/vZ3LIDHJt5"
"10175",10174,"2022-03-08 07:45:00+00:00","Biden is giving Russia 'more leverage' in Iran Deal talks, national security experts warn
https://t.co/wWl038LYi0"
"10176",10175,"2022-03-08 07:30:00+00:00","Russian failures in Ukraine leave ‘no option for a possible victory,’ alleged FSB whistleblower says
https://t.co/fmxEBBV7oN"
"10177",10176,"2022-03-08 07:15:00+00:00","'RECKLESS DISREGARD FOR REALITY': Former Trump Energy Secretary Rick Perry says Biden should stand up and admit his energy plan was wrong as gas prices surge. https://t.co/15ppGAlnuI https://t.co/7le4vEr227"
"10178",10177,"2022-03-08 07:00:01+00:00",".@seanhannity urges Russian officials to stop enabling an 'evil, murdering, maniacal' dictator
https://t.co/vwJcpEBpTZ"
"10179",10178,"2022-03-08 06:45:00+00:00",".@JesseBWatters: Russia-Ukraine conflict is a 'proxy war'
https://t.co/qgIj7e8vuZ"
"10180",10179,"2022-03-08 06:30:00+00:00","Ukrainian film star, 33, killed in Russia-Ukraine war while defending country  https://t.co/m8g70cJNmS"
"10181",10180,"2022-03-08 06:00:01+00:00","Russian mothers accuse Putin of using sons as 'cannon fodder' in Ukraine invasion: report
https://t.co/AH1Nsidz4f"
"10182",10181,"2022-03-08 05:45:00+00:00","'SELF-INFLICTED' PAIN: @IngrahamAngle says all the problems the U.S. faces now could have been prevented if we had a 'competent government': 'Americans are made to pay the price for Biden's madness.' https://t.co/fM0RTvcScm"
"10183",10182,"2022-03-08 05:30:00+00:00","Ukraine military turns volunteers away as 140K Ukrainians come home to fight Russia https://t.co/Lox4jalAKQ"
"10184",10183,"2022-03-08 05:15:00+00:00","BEGGAR IN CHIEF: @seanhannity rips Biden as he looks to oil-rich regimes for help instead of focusing on energy independence. https://t.co/60oqynhS6N"
"10185",10184,"2022-03-08 05:01:00+00:00","'I AM NOT AFRAID': Defiant Zelenskyy reveals location, puts world on notice about who 'beast' Putin's next target will be. https://t.co/23uz1bI2ss https://t.co/u9hXSXvgd4"
"10186",10185,"2022-03-08 03:45:00+00:00","Maksim Chmerkovskiy planning a return to Europe, says he has 'survivor's remorse' leaving Ukraine https://t.co/ZXLLyvWQqs"
"10187",10186,"2022-03-08 03:40:00+00:00","Zelenskyy defiantly provides his location in Kyiv: ‘I’m not afraid of anyone’ https://t.co/gyKlMs0DT7"
"10188",10187,"2022-03-08 03:30:00+00:00","McDonald's, PepsiCo urged to cease Russia operations by NY pension fund https://t.co/leCtoEpr4L"
"10189",10188,"2022-03-08 03:25:00+00:00","Israeli child diagnosed with polio; first case there in decades https://t.co/rx1XkUk4jn"
"10190",10189,"2022-03-08 03:20:00+00:00","Bill Barr reacts to war in Ukraine as 'harrowing to watch,' says Russia is 'substantially diminished' https://t.co/eNdTc4iTG7"
"10191",10190,"2022-03-08 03:15:00+00:00","2022 ACMs host Dolly Parton dedicates 'entire show' to Ukraine: 'I want us to send our love and hope' https://t.co/ziiX3anMjC"
"10192",10191,"2022-03-08 03:10:00+00:00","DeSantis accuses reporter of peddling 'false narrative' on education bill in heated press conference clash https://t.co/Ae0bJk8A1q"
"10193",10192,"2022-03-08 03:05:00+00:00","2022 ACMs partial winners list https://t.co/CqSNYQq6jf"
"10194",10193,"2022-03-08 03:00:02+00:00","Reporters call out Associated Press reporter for ending White House press briefing early https://t.co/z5KlBeLKbB"
"10195",10194,"2022-03-08 02:55:00+00:00","America's leaders display an 'F-you attitude' toward people: Tulsi Gabbard https://t.co/LI32FEIlwR"
"10196",10195,"2022-03-08 02:50:00+00:00","World Bank assembling $725M emergency package to Ukraine https://t.co/y08FD15t7F"
"10197",10196,"2022-03-08 02:45:00+00:00","Russian pro-war ‘Z’ symbol: what to know https://t.co/5bqRHLTAF5"
"10198",10197,"2022-03-08 02:40:00+00:00","New York Times op-ed calls for more censorship in order to 'protect democracy' https://t.co/cQN6ScPZsL"
"10199",10198,"2022-03-08 02:35:00+00:00","Psaki claims Biden administration not slowing domestic oil drilling https://t.co/eHdtOF2h5p"
"10200",10199,"2022-03-08 02:30:00+00:00","Von Miller hints at a Broncos return: 'I kinda want that old thing back' https://t.co/q6dUS4RvNX"
"10201",10200,"2022-03-08 02:22:00+00:00","PLAYING BOTH SIDES: @JesseBWatters slams Biden administration for buying Russian oil while giving military aid to Ukraine. https://t.co/iYVZX5Ua5x https://t.co/c6qyl73Qns"
"10202",10201,"2022-03-08 02:07:17+00:00","WATCH LIVE: Sen. Cotton delivers a 'Time for Choosing' speech to the Reagan Foundation
https://t.co/oyAxSg0J29"
"10203",10202,"2022-03-08 02:05:00+00:00","Russia-Ukraine war: NYC on 'ultra-high alert' amid increased risk of Russian retaliatory cyberattack https://t.co/MD1ARqcQgH"
"10204",10203,"2022-03-08 02:00:01+00:00","More Republicans than Democrats would stay and fight if what happened in Ukraine occurred in US: poll https://t.co/TFYbqevW4J"
"10205",10204,"2022-03-08 01:55:00+00:00","MSNBC's Chuck Todd: Voters who believe Putin wouldn't have invaded Ukraine under Trump isn't based on 'logic' https://t.co/BUbNLuJ8vL"
"10206",10205,"2022-03-08 01:50:00+00:00","Aaron Rodgers reportedly received contract offer from Packers that will 'alter the quarterback market' https://t.co/qJKgybBEp7"
"10207",10206,"2022-03-08 01:40:00+00:00","Russian-born U.S. citizen slams censorship, says for many Russians, 'the war doesn't exist' https://t.co/KZt1KOGfj8"
"10208",10207,"2022-03-08 01:40:00+00:00","HOORAY FOR ME: @TulsiGabbard slams her own party for not thinking about the people impacted by their domestic and foreign policies. @jesseprimetime https://t.co/xemIWmXoga https://t.co/thEUtlqGhx"
"10209",10208,"2022-03-08 01:35:00+00:00","Stanford goalkeeper's suicide highlights need for parents to talk with their children about mental health https://t.co/6qulNWztMT"
"10210",10209,"2022-03-08 01:30:00+00:00","WEST WINGING IT: Doocy and Psaki spar over if Russia is truly to blame for soaring gas prices.   https://t.co/wDVgJbuY82"
"10211",10210,"2022-03-08 01:25:00+00:00","OPINION: China's Xi and Russia's Putin backstab Biden https://t.co/aeYJmOyz4e"
"10212",10211,"2022-03-08 01:20:00+00:00","Zelenskyy 'fighting a tyrant who is trying to glue the Soviet Union back together,' Reagan Foundation says https://t.co/Keq6fDGNuF"
"10213",10212,"2022-03-08 01:10:00+00:00","Psaki claims Keystone XL Pipeline would make no difference for rising gas prices https://t.co/uTeazNxGyN"
"10214",10213,"2022-03-08 01:05:00+00:00","Food pantry staffers say inflation, higher prices bringing more people through their doors https://t.co/DuAC4DFsmu"
"10215",10214,"2022-03-08 01:00:01+00:00","Most Americans back banning Russian oil even if domestic gas prices jump: poll https://t.co/msYuN8avrN"
"10216",10215,"2022-03-08 00:55:00+00:00","Saving Ukraine: Looking for a world leader to stand up https://t.co/HD5B8jieBk"
"10217",10216,"2022-03-08 00:45:00+00:00","McDonald's, PepsiCo urged to cease Russia operations by NY pension fund https://t.co/leCtoE7Qdd"
"10218",10217,"2022-03-08 00:40:00+00:00","MSNBC's Chuck Todd: Voters who believe Putin wouldn't have invaded Ukraine under Trump isn't based on 'logic' https://t.co/BUbNLurxEd"
"10219",10218,"2022-03-08 00:35:00+00:00","Pentagon asks Supreme Court to block injunction allowing deployment of unvaccinated Navy SEALs https://t.co/g5pcDKxSzp"
"10220",10219,"2022-03-08 00:30:00+00:00","Russian chess champ warns Putin's 'horrors' will continue unless defeated in Ukraine https://t.co/pXBzYlnPSj"
"10221",10220,"2022-03-08 00:25:00+00:00","Norwegian Cruise Line waterslide rider gets stuck in over-ocean loop: 'It was so quick' https://t.co/sVdJc0LbxN"
"10222",10221,"2022-03-08 00:20:00+00:00","Ukraine military turns volunteers away as 140K Ukrainians come home to fight Russia https://t.co/Lox4jaDc9q"
"10223",10222,"2022-03-08 00:15:00+00:00","Gas prices surge across the nation: how to find cheap prices in your neighborhood https://t.co/PPZJc02nmv"
"10224",10223,"2022-03-08 00:10:00+00:00","As Ukraine's moms flee to Poland amid war, they're greeted by gifts of baby strollers https://t.co/E6uzlinyXD"
"10225",10224,"2022-03-08 00:05:00+00:00","If Putin wants to remake the Soviet Union, what country would Russia target next? https://t.co/GGHYAffVAN"
"10226",10225,"2022-03-07 23:55:00+00:00","House Republicans call for end to vaccine mandates for foreign truckers, agricultural workers at the border https://t.co/woWMXjth1Z"
"10227",10226,"2022-03-07 23:50:00+00:00","Ukrainian film star, 33, killed in Russia-Ukraine war while defending country https://t.co/m8g70cJNmS"
"10228",10227,"2022-03-07 23:45:00+00:00","Liberals erupt at college student's NYT op-ed about being afraid to speak out on campus https://t.co/S02Epdi8xP"
"10229",10228,"2022-03-07 23:40:00+00:00","Psaki claims Keystone XL Pipeline would make no difference for rising gas prices https://t.co/uTeazNPhXn"
"10230",10229,"2022-03-07 23:30:00+00:00","Gymnast Ivan Kuliak wears 'Z' at podium in apparent show of support for Russian forces, FIG condemns actions https://t.co/kXri5Aywzh"
"10231",10230,"2022-03-07 23:15:00+00:00","Angelina Jolie arrives in Yemen to aid refugee crisis amid Ukraine war: 'We cannot be selective' https://t.co/wMAEXyQUds"
"10232",10231,"2022-03-07 23:10:00+00:00","Stanford goalkeeper's suicide highlights need for parents to talk with their children about mental health https://t.co/6qulNWR4Er"
"10233",10232,"2022-03-07 23:05:00+00:00","OPINION: China's Xi and Russia's Putin backstab Biden https://t.co/aeYJmOQasO"
"10234",10233,"2022-03-07 23:00:02+00:00","Biden risks whitewashing Maduro's 'crimes against humanity' in pursuit of Venezuelan oil, expert warns https://t.co/Zw1W0UrlwB"
"10235",10234,"2022-03-07 22:55:00+00:00","Transportation Secretary Pete Buttigieg says EV transportation will bring ‘cost savings’ to Americans https://t.co/KwLUlxWs9X"
"10236",10235,"2022-03-07 22:50:00+00:00","Russian-born U.S. citizen slams censorship, says for many Russians, 'the war doesn't exist' https://t.co/KZt1KOXQHI"
"10237",10236,"2022-03-07 22:45:00+00:00","CALLING FOR ACTION: The former vice president is pushing for energy independence as war in Ukraine sends oil prices soaring. https://t.co/TMF9e5XHGu https://t.co/Q50jMEcjUL"
"10238",10237,"2022-03-07 22:40:00+00:00","We should 'starve Putin of money': Browder warns we're only scratching the surface sanctioning the oligarchs https://t.co/DzR8GFrfrG"
"10239",10238,"2022-03-07 22:35:00+00:00","Most Americans back banning Russian oil even if domestic gas prices jump: poll https://t.co/msYuN7SU3d"
"10240",10239,"2022-03-07 22:30:00+00:00","Zelenskyy 'fighting a tyrant who is trying to glue the Soviet Union back together,' Reagan Foundation says https://t.co/Keq6fDpc65"
"10241",10240,"2022-03-07 22:25:00+00:00","Shooting outside Iowa high school injures 'multiple victims,' police say https://t.co/RGaTHnscvD"
"10242",10241,"2022-03-07 22:10:00+00:00","Dow falls 800 points, enters correction as Nasdaq hits bear market https://t.co/L6tuPe02J1"
"10243",10242,"2022-03-07 22:05:00+00:00","ABC's Stephanpoulos spars with Chris Christie over energy independence: Climate change is 'existential crisis' https://t.co/riBUaYVZzy"
"10244",10243,"2022-03-07 22:00:00+00:00","IRS to offer Taxpayer Assistance Centers on Saturday https://t.co/jqXmnIuulE"
"10245",10244,"2022-03-07 21:55:00+00:00","Russia-Ukraine war: NYC on 'ultra-high alert' amid increased risk of Russian retaliatory cyberattack https://t.co/MD1ARqurFh"
"10246",10245,"2022-03-07 21:50:00+00:00","US natural gas companies targeted by hackers before Ukraine invasion: report https://t.co/CYGwKRFxk2"
"10247",10246,"2022-03-07 21:45:00+00:00","Bad ticker: Does daylight saving time cause 'biological clock shock' to your heart? 
 https://t.co/sGUNSJBzE9"
"10248",10247,"2022-03-07 21:40:00+00:00","Exxon Mobil CEO says oil companies were in tough position before Ukraine-Russia war https://t.co/yL6re0WAsu"
"10249",10248,"2022-03-07 21:35:00+00:00","Falcons' Calvin Ridley suspended through 2022 season for betting on NFL games https://t.co/vZmpFMutZj"
"10250",10249,"2022-03-07 21:30:00+00:00","Liberal college student decries stifling of campus free speech in NY Times essay: 'I sometimes feel afraid' https://t.co/75rbrPyVnB"
"10251",10250,"2022-03-07 21:25:00+00:00","Leaving Ukraine: The difficult decision for some to flee their homeland amid Russian invasion https://t.co/tmQrdhRcei"
"10252",10251,"2022-03-07 21:20:00+00:00","Cotton to stress ‘Putin must pay’ in major GOP address at Reagan Library https://t.co/Kk5EINMI5G"
"10253",10252,"2022-03-07 21:10:00+00:00","Texas veteran sending camo to Ukrainians says donations are 'pouring in' after Fox appearance https://t.co/eo1puiLBOo"
"10254",10253,"2022-03-07 21:05:00+00:00","Ilhan Omar hammers Biden over reports WH may ask Saudis to pump more oil https://t.co/NGHMCJYTrT"
"10255",10254,"2022-03-07 21:00:01+00:00","U.S. gas price average hits new record high https://t.co/DywIsAY3dh"
"10256",10255,"2022-03-07 20:55:00+00:00","Gen. Jack Keane urges Biden to 'up our game' providing military assistance to Ukraine amid Russian invasion https://t.co/MaQ1TW8v2p"
"10257",10256,"2022-03-07 20:50:00+00:00","Russian official says ‘Iran got much more than it expected’ in revived nuclear talks https://t.co/kNk8QRRME5"
"10258",10257,"2022-03-07 20:40:00+00:00","Zelenskyy wins Ronald Reagan Freedom Award https://t.co/cv2KCAvSTy"
"10259",10258,"2022-03-07 20:35:00+00:00","Newt Gingrich rips Biden admin for negotiating with Russia on new Iran deal: 'This is insanity' https://t.co/5MMITq3Ckd"
"10260",10259,"2022-03-07 20:33:38+00:00","WATCH LIVE: White House holds discussion on State of Labor Market Competition https://t.co/fLy0ZxEPlE"
"10261",10260,"2022-03-07 20:25:00+00:00","Russia-Ukraine war: Russian military commander POW claims forces were told 'Nazis' had overtaken Ukraine https://t.co/kkJBVAF2eZ"
"10262",10261,"2022-03-07 20:20:00+00:00","Reps. Kim, Slotkin introduce bipartisan bill to investigate China support for Russian invasion of Ukraine https://t.co/jurUQgZY0k"
"10263",10262,"2022-03-07 20:19:24+00:00","LIVE: Pentagon holds presser after Ukraine-Russia talks end with little progress
https://t.co/I0KCwbejXz"
"10264",10263,"2022-03-07 20:15:00+00:00","Ukraine trucking company plays crucial role in war against Russia https://t.co/Mji1SC7knQ"
"10265",10264,"2022-03-07 20:10:00+00:00","Rubio slams Democratic opponent Demings for voting with Pelosi '100% of the time' https://t.co/bkikVwfJFM"
"10266",10265,"2022-03-07 20:02:00+00:00","Andrew Cuomo blasts CNN for firing his brother Chris, claims network was afraid of 'cancel culture mob' https://t.co/u4Gk4Lt1Ck"
"10267",10266,"2022-03-07 19:55:00+00:00","House Republicans call for end to vaccine mandates for foreign truckers, agricultural workers at the border https://t.co/woWMXjbGar"
"10268",10267,"2022-03-07 19:50:00+00:00","Royal Caribbean debuts world's largest cruise ship as COVID-19 restrictions ease https://t.co/COF929H0F6"
"10269",10268,"2022-03-07 19:44:35+00:00","LIVE: Psaki holds briefing as Russian invasion enters 12th day https://t.co/Bhb2LTvCtg"
"10270",10269,"2022-03-07 19:40:00+00:00","Ketanji Brown Jackson's Harvard group hosted 'anti-Semitic' speaker https://t.co/Qec8aoBwek"
"10271",10270,"2022-03-07 19:35:00+00:00","NATO countries have 'green light' to send fighter jets to Ukraine, Blinken says https://t.co/Dn97cnb0km"
"10272",10271,"2022-03-07 19:30:00+00:00","WNBA star Brittney Griner's wife thanks fans for their support, asks for privacy after player's arrest https://t.co/Brvw5ThmL5"
"10273",10272,"2022-03-07 19:25:00+00:00","OPINION: Putin's Russia lies about volunteers fighting for Ukraine https://t.co/YSKID66fei"
"10274",10273,"2022-03-07 19:20:00+00:00","How international airfare could be impacted by Russia-Ukraine war https://t.co/MDgTwFkE8Z"
"10275",10274,"2022-03-07 19:15:00+00:00","Russia-Ukraine war: Photos show death, devastation on Ukraine streets; Over 1.73M residents have fled https://t.co/4X8Fz2OOgr"
"10276",10275,"2022-03-07 19:10:00+00:00","Whoopi Goldberg: 'Bonehead' Trump would have just handed Ukraine to Russia https://t.co/5TBJAEh3lo"
"10277",10276,"2022-03-07 19:04:06+00:00","Biden admin says ‘no decision has been made’ on possible ban of Russian oil https://t.co/rZqfZuQz2l"
"10278",10277,"2022-03-07 18:50:00+00:00","Maria Baronova fears ‘we’re on the brink of a nuclear war’ after quitting Russian state-run media over Ukraine https://t.co/THzC6CarPp"
"10279",10278,"2022-03-07 18:45:00+00:00","NYC parents plan to sue the mayor over mask mandates for young kids https://t.co/MbTXe6d5Vz"
"10280",10279,"2022-03-07 18:45:00+00:00","Ohio GOP Senate showdown: Super PAC spotlights for J.D. Vance, ‘border security is personal’ https://t.co/mfPP0duzoe"
"10281",10280,"2022-03-07 18:40:00+00:00","China remains ‘all in for Putin,’ Chinese-Russian foreign policies are ‘highly coordinated,’ Gordon Chang says https://t.co/GIaHnv2oKT"
"10282",10281,"2022-03-07 18:35:00+00:00","$4 gasoline: These are the least fuel efficient American vehicles https://t.co/cd2sSquoJ0"
"10283",10282,"2022-03-07 18:30:00+00:00","Zelenskyy calls for no-fly zone over Ukraine, 'boycotts' of Russian oil on day 12 of invasion https://t.co/eX8Elk4SLK"
"10284",10283,"2022-03-07 18:25:00+00:00","As Ukraine's moms flee to Poland amid war, they're greeted by gifts of baby strollers https://t.co/E6uzliFamd"
"10285",10284,"2022-03-07 18:23:45+00:00","Blinken calls out Russia for attacks on civilians, as Biden admin war crimes review 'ongoing' https://t.co/XDrrFf87OY"
"10286",10285,"2022-03-07 17:40:00+00:00","Seattle teachers union demands forced masking until May to ensure 'sense of normalcy' https://t.co/BkKu7miqY8"
"10287",10286,"2022-03-07 17:30:00+00:00","Russia-Ukraine war: Russian military commander POW claims forces were told 'Nazis' had overtaken Ukraine https://t.co/kkJBVAnrnr"
"10288",10287,"2022-03-07 17:20:00+00:00","Eastern US faces hail, wind, severe weather risk https://t.co/CIxDncVrpF"
"10289",10288,"2022-03-07 17:10:00+00:00","WaPo op-ed slams Manchin for comments on no-fly zone:  'He won't feel the consequences' https://t.co/04uENA10NX"
"10290",10289,"2022-03-07 16:57:54+00:00","Gen. Jack Keane urges Biden to 'up our game' providing military assistance to Ukraine amid Russian invasion https://t.co/MaQ1TVQUaR"
"10291",10290,"2022-03-07 16:40:00+00:00","Mila Kunis and Ashton Kutcher give update on Ukraine fundraiser https://t.co/5WNhLpUTJ4"
"10292",10291,"2022-03-07 16:40:00+00:00","Images allegedly show construction at North Korea nuclear facility thought to be destroyed https://t.co/yDiHT0yso2"
"10293",10292,"2022-03-07 16:30:00+00:00","Chicago-area mayor running for Congress rips Kim Foxx: 'Putting rest of us at risk' https://t.co/2m8bvaAIoZ"
"10294",10293,"2022-03-07 16:20:00+00:00","Newt Gingrich rips Biden admin for negotiating with Russia on new Iran deal: 'This is insanity' https://t.co/5MMITpM1sF"
"10295",10294,"2022-03-07 16:10:00+00:00","Former AG Bill Barr refutes media narrative he was 'toady' to Trump, defends supporting him despite criticism https://t.co/fhGaW9pJv3"
"10296",10295,"2022-03-07 16:03:03+00:00","Supreme Court leaves Bill Cosby's overturned conviction in place https://t.co/o3NLyquHSe"
"10297",10296,"2022-03-07 15:50:00+00:00","Chicago teen with multiple felony charges allegedly stabbed bartender to death https://t.co/qJzBb5GXce"
"10298",10297,"2022-03-07 15:40:00+00:00","Parents, activists hope students can overcome COVID disruptions: 'There are so many kids who are behind' https://t.co/Vt3fCZzzo9"
"10299",10298,"2022-03-07 15:30:00+00:00","Trapped in Ukraine: Bengals tight end, wife sound alarm with family stuck in war-torn nation https://t.co/M508HJJjCZ"
"10300",10299,"2022-03-07 15:30:00+00:00","Zelenskyy wins Ronald Reagan Freedom Award https://t.co/cv2KCANui8"
"10301",10300,"2022-03-07 15:20:00+00:00","Queen Elizabeth II talks with Justin Trudeau, first in-person meeting since battling COVID https://t.co/GB6dhabeLp"
"10302",10301,"2022-03-07 15:10:00+00:00","Humanitarian aid expert reveals dramatic rescue of children from Ukraine to safety https://t.co/ea8gZBnc7w"
"10303",10302,"2022-03-07 15:00:01+00:00","World's oldest tennis player chooses to stay in Ukraine as Russia invades https://t.co/WAk5WzVAlv"
"10304",10303,"2022-03-07 14:53:06+00:00","Russian authorities arrest more than 5,000 anti-war protesters: Report https://t.co/lEd9tLLLPb"
"10305",10304,"2022-03-07 14:40:00+00:00","CALLING FOR ACTION: Former Vice President Pence’s advocacy group launches $10M ad pushing American energy production instead of relying on Russian oil. https://t.co/dxG0Y9m4yw https://t.co/TwXsUtSTy6"
"10306",10305,"2022-03-07 14:30:00+00:00","Gymnast Ivan Kuliak wears 'Z' at podium in apparent show of support for Russian forces, FIG condemns actions https://t.co/kXri5AgVaH"
"10307",10306,"2022-03-07 14:20:00+00:00","Putin removed from 'all positions' in International Judo Federation https://t.co/eNAa9nhPmy"
"10308",10307,"2022-03-07 14:15:00+00:00","Angelina Jolie arrives in Yemen to aid refugee crisis amid Ukraine war: 'We cannot be selective' https://t.co/wMAEXz8v50"
"10309",10308,"2022-03-07 14:05:14+00:00","Here's why America's Haas F1 dropped Russian driver Nikita Mazepin https://t.co/FDGguBHb00"
"10310",10309,"2022-03-07 13:40:00+00:00","RACING TO SUPPORT: Alex Bowman’s team pledged to donate at least $200,000 – plus an extra $2,000 for every lap one of its cars led. https://t.co/L9usV25Xg4 https://t.co/TaCbXEM7rh"
"10311",10310,"2022-03-07 13:30:00+00:00","China touts 'friendship' with Russia: 'Most important strategic partner' https://t.co/2rcsZbFAX5"
"10312",10311,"2022-03-07 13:20:00+00:00","Alex Bowman's NASCAR Las Vegas win helped raise $302,000 for Ukraine https://t.co/Co7urP6rm4"
"10313",10312,"2022-03-07 13:10:00+00:00","ALLIANCE OF EVIL: Retired US Army officer says there are 6 signs that the US is locked in a new cold war with Russia and China. https://t.co/O2PWTYACpO https://t.co/MiWHJUDvWI"
"10314",10313,"2022-03-07 13:00:01+00:00","SAFE… FOR NOW?: Russia declares ceasefire around major Ukraine cities as humanitarian crisis worsens. Live updates: https://t.co/MrhF9DeMNF https://t.co/EI2aJAlymW"
"10315",10314,"2022-03-07 12:50:00+00:00","Independent Spirit Awards co-hosts Nick Offerman, Megan Mullally flip off Putin, tell him to 'go home' https://t.co/4zt0On9NdP"
"10316",10315,"2022-03-07 12:40:00+00:00","Pence group launches $10M ad buy pushing American energy production amid Russia's invasion of Ukraine https://t.co/IBsfWXjxfA"
"10317",10316,"2022-03-07 12:30:00+00:00","WNBA star Brittney Griner's wife thanks fans for their support, asks for privacy after player's arrest https://t.co/Brvw5TyY9F"
"10318",10317,"2022-03-07 12:20:00+00:00","Russia-Ukraine war: How American cities are helping their Ukrainian sister cities https://t.co/MR3wld07V6"
"10319",10318,"2022-03-07 12:10:00+00:00","Mad science. See our entire political cartoon collection: https://t.co/fBfSoiIVYU https://t.co/a8qICRlWZj"
"10320",10319,"2022-03-07 12:00:00+00:00","Hundreds of Russian Orthodox clergy urge to 'stop the war' in Ukraine https://t.co/0aOdIxJf6t"
"10321",10320,"2022-03-07 11:50:00+00:00","Russia's 'hooliganism' law could put anti-war protesters in jail for up to 8 years, expert says https://t.co/zXSPM7z5Xh"
"10322",10321,"2022-03-07 11:40:00+00:00","NATO countries have 'green light' to send fighter jets to Ukraine, Blinken says https://t.co/Dn97cmTpsO"
"10323",10322,"2022-03-07 11:30:00+00:00","Elon Musk calls for Europe to restart its nuclear power stations: 'critical to international security' 
https://t.co/hwT7MiaunY"
"10324",10323,"2022-03-07 11:20:00+00:00","Russian authorities arrest over 13,000 anti-war protesters: Report https://t.co/xqz2mZ5yAA"
"10325",10324,"2022-03-07 11:11:06+00:00","Ukraine military turns volunteers away as 140K Ukrainians come home to fight Russia https://t.co/Lox4jaDc9q"
"10326",10325,"2022-03-07 11:00:00+00:00","‘WAR CRIMINAL’: Former Ukrainian president now on front lines of war unleashes on Putin.  https://t.co/kV9eZiSflr https://t.co/SfzovHhcjM"
"10327",10326,"2022-03-07 10:45:00+00:00","Rep. Mike Gallagher: Biden deterrence strategy will fail Taiwan like it did Ukraine 
https://t.co/cVA72JSBE5"
"10328",10327,"2022-03-07 10:30:00+00:00","Ukraine war: Russia's corruption is 'no doubt' affecting its military's combat performance 
https://t.co/K8c0F0qNFz"
"10329",10328,"2022-03-07 10:15:00+00:00","TYING THE KNOT: Donning military uniforms instead of a wedding dress and tuxedo, members of Ukraine’s military exchanged rings and said ‘I do’ in front of fellow fighters. https://t.co/nhnuKyMNY3"
