"","X","Date","text"
"10330",10329,"2022-03-07 10:00:00+00:00","Biden must address U.S. hostages in Russia amid Ukraine war, national security expert says
https://t.co/CkmL49DGp0"
"10331",10330,"2022-03-07 09:45:00+00:00","Russia-Ukraine war: Dayana Yastremska will donate Lyon Open earnings to help war victims at home
https://t.co/sKzjvt9vWV"
"10332",10331,"2022-03-07 09:30:00+00:00","Ketanji Brown Jackson's Harvard group hosted 'anti-Semitic' speaker
https://t.co/Qec8aojUPK"
"10333",10332,"2022-03-07 09:15:00+00:00","Humanitarian aid expert reveals dramatic rescue of children from Ukraine to safety
https://t.co/ea8gZBEMZ4"
"10334",10333,"2022-03-07 09:00:02+00:00","Ukraine-Russia conflict: War crimes of the last century
https://t.co/rnSL4Dzwx1"
"10335",10334,"2022-03-07 08:45:00+00:00","If Putin wants to remake the Soviet Union, what country would Russia target next?
https://t.co/GGHYAffVAN"
"10336",10335,"2022-03-07 08:30:00+00:00","Russian leadership's unhinged behavior could cross red line in space partnership, former astronaut says
https://t.co/1phxW5TXc6"
"10337",10336,"2022-03-07 08:15:00+00:00","OPINION: Here are 6 indicators of new Cold War against Russia and China
https://t.co/dDjif5bXxz"
"10338",10337,"2022-03-07 08:00:01+00:00","Sting sings his 1985 ‘Russians’ song amid Ukraine war: 'Never thought it would be relevant again' 
https://t.co/u6AwNGiTq6"
"10339",10338,"2022-03-07 07:45:00+00:00","PUTIN’S ONSLAUGHT: US defense official reveals massive firepower Russia has unleashed on Ukraine so far as deadly barrage worsens. https://t.co/67te2K7fBF https://t.co/rUEG0zldYp"
"10340",10339,"2022-03-07 07:30:00+00:00","Retired Lt. Gen. Keith Kellogg warns Putin 'does not bluff' 
https://t.co/bhkkKeUzco"
"10341",10340,"2022-03-07 07:19:42+00:00","SAFE … FOR NOW?: Russia declares ceasefire in major Ukraine cities to allow for evacuations
https://t.co/JnqlJKD4Bx"
"10342",10341,"2022-03-07 07:15:00+00:00","Polish ambassador warns Putin has sights set beyond Ukraine, calls for decades long Russian sanctions
https://t.co/uPyG0CQGwJ"
"10343",10342,"2022-03-07 07:00:00+00:00","Netflix suspends service in Russia amid Ukraine invasion 
https://t.co/Mn02LIOV9E"
"10344",10343,"2022-03-07 06:45:00+00:00","NATO countries have 'green light' to send fighter jets to Ukraine, Blinken says
https://t.co/Dn97cnb0km"
"10345",10344,"2022-03-07 06:30:00+00:00","‘WAR CRIMINAL’: Former Ukrainian president now on front lines of war unleashes on Putin. @MariaBartiromo https://t.co/HZkOKJsyL7 https://t.co/OSFJa2zE8b"
"10346",10345,"2022-03-07 06:15:00+00:00","Biden's policies 'emboldened' evil leaders of the world, says Rep. @GOPLeader  https://t.co/tSOxZaKawu"
"10347",10346,"2022-03-07 06:00:01+00:00","'DAMN FOOL': Mark Levin says Biden is 'a disgrace and disaster' on handling the Russia-Ukraine war. https://t.co/0FrGb9FspL https://t.co/JCQxLHVK3u"
"10348",10347,"2022-03-07 05:45:00+00:00","Joint Base Andrews placed on lockdown after vehicle drives through security checkpoint; 1 suspect at large
https://t.co/EkZKFzZl4I"
"10349",10348,"2022-03-07 05:30:00+00:00","EYES ON THE SKY: Ukraine's plea to America, allies for action prompts lawmakers to warn of 'World War III.’ https://t.co/zQEuGsHqMJ https://t.co/n1MTxl0t9i"
"10350",10349,"2022-03-07 05:15:00+00:00","‘NYET’-FLIX: The streaming service joins a growing list of companies, musicians and festival organizers who have removed services from the country. https://t.co/pnn6zWYQG2 https://t.co/v0ZSB6rzAR"
"10351",10350,"2022-03-07 05:05:00+00:00","Manchin supports leaving Ukraine no-fly zone an option, banning Russian oil imports despite soaring inflation  https://t.co/NJa3QQtbJi"
"10352",10351,"2022-03-07 05:00:00+00:00","HITTING PUTIN’S POCKETS: Former US Ambassador to the UN @NikkiHaley says the Biden administration must stop buying Russian oil immediately. https://t.co/yuqBKNmk0v https://t.co/bWHpMnJtAV"
"10353",10352,"2022-03-07 04:39:38+00:00","ABC's Jonathan Karl baffled by Biden sanctioning 'everything but' Russian oil https://t.co/9WA50ZKYqQ"
"10354",10353,"2022-03-07 04:31:49+00:00","ACTIONS SPEAK LOUDER: @TGowdySC urges lawmakers to provide real aid to Ukrainians fighting for their freedom: ‘Doing the right thing does not require a treaty.’ https://t.co/Fb6th81ZzO"
"10355",10354,"2022-03-07 04:22:16+00:00","Lakers' LeBron James is 'p----- off' he's not mentioned as one of NBA's greatest scorers https://t.co/mARjFtfmTi"
"10356",10355,"2022-03-07 04:17:49+00:00","Blinken: Ukrainian leaders have 'continuity of government' plan if Zelenskyy is killed https://t.co/owX6DyAcG3"
"10357",10356,"2022-03-07 03:57:46+00:00","Washington legislature OKs limits on sale of high-capacity magazines https://t.co/XjY5fnDhnm"
"10358",10357,"2022-03-07 03:40:57+00:00","Elon Musk calls for Europe to restart its nuclear power stations: 'critical to international security' https://t.co/hwT7MiaunY"
"10359",10358,"2022-03-07 03:27:59+00:00","Russian war in world's 'breadbasket' threatens food supply https://t.co/L5R8MBtcxv"
"10360",10359,"2022-03-07 03:18:16+00:00","Russian authorities arrest over 13,000 anti-war protesters: Report https://t.co/xqz2mZ5yAA"
"10361",10360,"2022-03-07 03:13:00+00:00","LET THIS BE A LESSON: Republican issues warning to Biden as another global conflict comes into focus. https://t.co/Zkvylww9dE https://t.co/JB2rAo0o3D"
"10362",10361,"2022-03-07 03:04:19+00:00","Biden ‘a disgrace and a disaster’ on Russia-Ukraine War: Mark Levin https://t.co/3ZiUhA5oz7"
"10363",10362,"2022-03-07 02:48:12+00:00","NASCAR: Alex Bowman holds off Kyle Larson to win Las Vegas https://t.co/hRsOi3q1D4"
"10364",10363,"2022-03-07 02:42:42+00:00","Colorado police investigating after box of human heads stolen from truck in Denver https://t.co/KrDFITVLwZ"
"10365",10364,"2022-03-07 02:34:57+00:00","Swiping at Trump, Pence says no room in GOP ‘for apologists for Putin,‘ says ‘elections are about the future' https://t.co/BgI9xVtycE"
"10366",10365,"2022-03-07 02:29:48+00:00","Blinken meets with congressional delegation in Europe amid Russian war with Ukraine https://t.co/TxO5qhntiL"
"10367",10366,"2022-03-07 02:20:00+00:00","TYING THE KNOT: Donning military uniforms instead of a wedding dress and tuxedo, members of Ukraine’s military exchanged rings and said ‘I do’ in front of fellow fighters. https://t.co/8xlULa6m0x"
"10368",10367,"2022-03-07 02:08:45+00:00","Rep. Mike Gallagher: Biden deterrence strategy will fail Taiwan like it did Ukraine https://t.co/cVA72Kad2F"
"10369",10368,"2022-03-07 02:00:03+00:00","‘SNL’ Weekend Update tackles Russia-Ukraine rhetoric -- and Kamala's brown suit https://t.co/ep7V1e0kie"
"10370",10369,"2022-03-07 01:42:58+00:00","Ukraine war: Russia's corruption is 'no doubt' affecting its military's combat performance https://t.co/K8c0F09cO1"
"10371",10370,"2022-03-07 01:36:57+00:00","First Sunday of Lent: Reflect, repent as 'sin and darkness' show themselves in Russia-Ukraine war https://t.co/vYUN1zg0CT"
"10372",10371,"2022-03-07 01:23:23+00:00","Russia's 'hooliganism' law could put anti-war protesters in jail for up to 8 years, expert says https://t.co/zXSPM7hv5J"
"10373",10372,"2022-03-07 01:15:13+00:00","Russia's Bolshoi Theatre conductor quits after pressure to condemn Ukraine invasion https://t.co/7JwT2moU1l"
"10374",10373,"2022-03-07 01:03:22+00:00","Oil hits 13-year high as Blinken signals openness to a ban on Russian oil imports https://t.co/UoH6c7mCmE"
"10375",10374,"2022-03-07 00:54:36+00:00","Buttigieg draws link between transportation and history of civil rights at Edmund Pettus Bridge https://t.co/JWDaM9OXHx"
"10376",10375,"2022-03-07 00:49:49+00:00","‘WE DON’T WANT WAR’: Maryna Moroz doesn’t hold back when it comes to Putin and the terrifying situation in her country. https://t.co/P5r73wv91E https://t.co/JFq6dcVRaL"
"10377",10376,"2022-03-07 00:38:18+00:00","Sting sings his 1985 ‘Russians’ song amid Ukraine war: 'Never thought it would be relevant again' https://t.co/u6AwNGiTq6"
"10378",10377,"2022-03-07 00:27:15+00:00","TikTok suspends new content and livestreaming in Russia after Putin signs 'fake news' law https://t.co/QeXLXvkH6O"
"10379",10378,"2022-03-07 00:17:43+00:00","Foreigners who fled Ukraine amid war with Russia now help others do the same https://t.co/AYAu4ULyZH"
"10380",10379,"2022-03-07 00:15:06+00:00","PUTIN’S ONSLAUGHT: US defense official reveals massive firepower Russia has unleashed on Ukraine so far as deadly barrage worsens. https://t.co/zQEuGsHqMJ https://t.co/eGX85kSTQ1"
"10381",10380,"2022-03-07 00:02:06+00:00","Retired Lt. Gen. Keith Kellogg warns Putin 'does not bluff' https://t.co/bhkkKeUzco"
"10382",10381,"2022-03-06 23:54:18+00:00","Russia-Ukraine, inflation and jobs data, Apple event top week ahead https://t.co/oc3YNj5nNP"
"10383",10382,"2022-03-06 23:44:37+00:00","How to buy a home when the competition is stiff https://t.co/vrJNh11p1H"
"10384",10383,"2022-03-06 23:32:13+00:00","Polish ambassador warns Putin has sights set beyond Ukraine, calls for decades long Russian sanctions https://t.co/uPyG0Cz5Fb"
"10385",10384,"2022-03-06 23:29:00+00:00","Col. Richard Kemp asks why Putin should not be 'taken out' https://t.co/zOA77QQrlr"
"10386",10385,"2022-03-06 23:23:13+00:00","Ukrainian women who met with Blinken deliver emotional pleas for more US support: 'It's about dignity' https://t.co/cGAnchiViL"
"10387",10386,"2022-03-06 23:17:59+00:00","Pope Francis: Ukraine humanitarian crisis 'growing dramatically' amid 'river of blood and tears' https://t.co/0yjyZIMhvR"
"10388",10387,"2022-03-06 23:07:28+00:00","Evacuation attempt of Ukrainian port city fails for second time https://t.co/Hzb3BiYlrt"
"10389",10388,"2022-03-06 22:57:27+00:00","Adoptive mom of Ukrainian kids has message for Putin: 'Ukraine is Ukraine! Let them be' https://t.co/bt0iBYyds7"
"10390",10389,"2022-03-06 22:51:14+00:00","Netflix suspends service in Russia amid Ukraine invasion https://t.co/Mn02LIOV9E"
"10391",10390,"2022-03-06 22:46:16+00:00","Maksim Chmerkovskiy's wife Peta Murgatroyd says she's 'forever grateful' after he returns to US from Ukraine https://t.co/wDhlb1HSed"
"10392",10391,"2022-03-06 22:34:33+00:00","NATO countries have 'green light' to send fighter jets to Ukraine, Blinken says https://t.co/Dn97cmTpsO"
"10393",10392,"2022-03-06 22:19:59+00:00","Russians seize control of staff at Europe's largest nuclear power plant in Ukraine, cut off communications https://t.co/TIfe57AfcY"
"10394",10393,"2022-03-06 22:12:00+00:00","Ukrainian leaders have 'continuity of government' plan if Zelenskyy is killed: Blinken https://t.co/owX6DyAcG3"
"10395",10394,"2022-03-06 22:05:29+00:00","Critics slam Eric Adams' for saying masking still required for 'all settings' with children under 5 https://t.co/x6QvJNsIe6"
"10396",10395,"2022-03-06 21:54:10+00:00","Alec Baldwin addresses 'Rust' shooting, says he's hopeful 'we will not be held criminally responsible' https://t.co/VhC8CGwXiV"
"10397",10396,"2022-03-06 21:49:29+00:00","OPINION: Russian opera singer and Putin – Met cancels artist, attacks free speech https://t.co/SpuNaEvWpU"
"10398",10397,"2022-03-06 21:49:09+00:00","‘WAR CRIMINAL’: Former Ukrainian president now on front lines of war unleashes on Putin.  @MariaBartiromo  https://t.co/kV9eZiSflr https://t.co/LF6PKlP4eC"
"10399",10398,"2022-03-06 21:43:17+00:00","Ukraine mother describes Russia's attacks on innocent civilians as 'evil' https://t.co/OFNlqq05h2"
"10400",10399,"2022-03-06 21:37:09+00:00","Critics slam Eric Adams' for saying masking still required for 'all settings' with children under 5: 'Insane' https://t.co/x6QvJNsIe6"
"10401",10400,"2022-03-06 21:34:38+00:00","Ukraine war conditions become breeding ground for infectious disease outbreaks https://t.co/AwQLGjTWYZ"
"10402",10401,"2022-03-06 21:30:10+00:00","Hundreds of Russian Orthodox clergy urge to 'stop the war' in Ukraine https://t.co/0aOdIxrEeV"
"10403",10402,"2022-03-06 21:23:13+00:00","Biden's policies 'emboldened' evil leaders of the world, says Rep. Kevin McCarthy https://t.co/tSOxZaKawu"
"10404",10403,"2022-03-06 21:18:17+00:00","Former Ukrainian President Poroshenko says Putin is 'war criminal' guilty of 'crimes against humanity' https://t.co/vjuDQbTQK5"
"10405",10404,"2022-03-06 21:15:12+00:00","ABC's Jonathan Karl baffled by Biden sanctioning 'everything but' Russian oil: 'Extraordinary' https://t.co/9WA50ZKYqQ"
"10406",10405,"2022-03-06 21:07:18+00:00","THE CHOICES YOU MAKE: Sen. @joniernst reminds Biden administration of decision to suspend Keystone Pipeline as calls for a ban on Russian oil grow louder. https://t.co/zQEuGsHqMJ https://t.co/O0PcoGHHQG"
"10407",10406,"2022-03-06 20:59:18+00:00","American Express suspends operations in Russia, Belarus over Ukraine invasion https://t.co/sr522yKVFo"
"10408",10407,"2022-03-06 20:53:52+00:00","Ukrainian fighter Maryna Moroz emotional following win at UFC 272 https://t.co/9nNoudrGY8"
"10409",10408,"2022-03-06 20:45:12+00:00","Ukraine urges world to 'step up,' impose no-fly zone, while US lawmakers warn this would mean 'World War III' https://t.co/HhhzzbH9Ek"
"10410",10409,"2022-03-06 20:38:57+00:00","Russia-Ukraine: Gas prices top $4 per gallon for first time since 2008 https://t.co/Eio5VPFgVk"
"10411",10410,"2022-03-06 20:19:29+00:00","Kyiv Zoo staff, families hide amid Russia-Ukraine war in 'zoo military commune' https://t.co/rypguP1n1L"
"10412",10411,"2022-03-06 20:11:12+00:00","Professor 'stunned' Biden did not mention Bloody Sunday in State of the Union https://t.co/aF8M1XPfwk"
"10413",10412,"2022-03-06 20:06:42+00:00","Donny Osmond calls Adele's decision to cancel Las Vegas residency 'one of the biggest decisions of her life' https://t.co/sF19MpaGft"
"10414",10413,"2022-03-06 19:58:46+00:00","Bills' Josh Allen is 'the best player in football,' NFL analyst says https://t.co/Wgxcp24oLM"
"10415",10414,"2022-03-06 19:46:23+00:00","Record-setting crowd sings national anthem at Charlotte FC's inaugural home opener https://t.co/ARYtuMr4db"
"10416",10415,"2022-03-06 19:36:06+00:00","Manchin supports leaving Ukraine no-fly zone an option, banning Russian oil imports despite soaring inflation https://t.co/NJa3QQKN7S"
"10417",10416,"2022-03-06 19:29:26+00:00","Nikki Haley: Providing Russia with oil money is ‘absolute lunacy’ https://t.co/edctbIouer"
"10418",10417,"2022-03-06 19:20:00+00:00","PAIN AT THE PUMP: Gas prices surge as Biden admin weighs Russian oil import ban. https://t.co/GUtr95WpxZ https://t.co/wtEHT3SdiN"
"10419",10418,"2022-03-06 19:15:50+00:00","Professor 'stunned' Biden did not mention Bloody Sunday in State of the Union: 'A mistake' https://t.co/aF8M1XPfwk"
"10420",10419,"2022-03-06 19:10:00+00:00","Ukraine mother describes Russia's attacks on innocent civilians as 'evil'

https://t.co/OFNlqq05h2"
"10421",10420,"2022-03-06 19:00:01+00:00","PREPARING FOR THE WORST: Ukraine’s allies urge officials to make firm plans in event Zelenskyy is killed. https://t.co/pOOLv06Sra https://t.co/Cc44sBrRMa"
"10422",10421,"2022-03-06 18:50:00+00:00","SHOT ACROSS THE BOW: Russia sends thinly-veiled warning to NATO after Zelenskyy asks for fighter jets. Live updates: https://t.co/s7TI7QJicr https://t.co/Dzu49f2DnE"
"10423",10422,"2022-03-06 18:40:00+00:00","Colby Covington outwrestles Jorge Masvidal, wins by unanimous decision at UFC 272

https://t.co/dSVkltHMiW"
"10424",10423,"2022-03-06 18:30:00+00:00","Ukraine application for EU will 'take time,' 'hard to say' when process will end

https://t.co/JtLkDxiYZL"
"10425",10424,"2022-03-06 18:19:57+00:00","Russia-Ukraine: Gas prices top $4 per gallon for first time since 2008

https://t.co/Eio5VPFgVk"
"10426",10425,"2022-03-06 18:10:00+00:00","UP IN FLAMES: Firefighters try putting out massive fire as they search through rubble after Russia completely destroys Ukrainian airport. Live updates: https://t.co/s7TI7QrHkT https://t.co/2FiysBPVL8"
"10427",10426,"2022-03-06 18:00:01+00:00","Ukraine urges world to 'step up,' impose no-fly zone, while US lawmakers warn this would mean 'World War III'

https://t.co/HhhzzbpyfK"
"10428",10427,"2022-03-06 17:50:00+00:00","RIGHT TO ‘BEER’ ARMS: Ukraine brewery that went viral for creating Molotov cocktails is now calling on breweries around the world to help in its fight against Russia. https://t.co/9VthwI4j0H https://t.co/dDUfs3YHbx"
"10429",10428,"2022-03-06 17:40:00+00:00","Biden's policies 'emboldened' evil leaders of the world, says Rep. Kevin McCarthy

https://t.co/tSOxZasz7U"
"10430",10429,"2022-03-06 17:30:00+00:00","Brew for Ukraine: Lviv-based brewery makes int'l call to arms

https://t.co/V0iQ2KNAHq"
"10431",10430,"2022-03-06 17:20:00+00:00","Ukraine mother describes Russia's attacks on innocent civilians as 'evil'

https://t.co/OFNlqq05h2"
